0,0.0510426,0.00851052
0.02,0.0503848,0.0170353
0.04,0.0493204,0.0255831
0.06,0.0478946,0.0341518
0.08,0.0461656,0.0427225
0.1,0.0441972,0.051256
0.12,0.0420503,0.0596915
0.14,0.0397741,0.0679499
0.16,0.0373991,0.0759405
0.18,0.0349343,0.0835709
0.2,0.0323688,0.0907552
0.22,0.0296761,0.0974217
0.24,0.0268214,0.103517
0.26,0.0237675,0.109004
0.28,0.0204807,0.113867
0.3,0.0169346,0.118099
0.32,0.0131121,0.121708
0.34,0.0090062,0.124707
0.36,0.00461959,0.127112
0.38,-3.64498e-05,0.128944
0.4,-0.00494334,0.130222
0.42,-0.0100767,0.130965
0.44,-0.0154077,0.131191
0.46,-0.0209042,0.130917
0.48,-0.026532,0.130159
0.5,-0.0322557,0.128931
0.52,-0.0380389,0.127247
0.54,-0.0438455,0.125122
0.56,-0.0496395,0.122567
0.58,-0.0553859,0.119598
0.6,-0.0610501,0.116227
0.62,-0.0665992,0.112468
0.64,-0.0720012,0.108338
0.66,-0.0772256,0.103852
0.68,-0.0822435,0.0990269
0.7,-0.0870274,0.0938805
0.72,-0.0915515,0.0884317
0.74,-0.0957917,0.0827005
0.76,-0.0997256,0.0767079
0.78,-0.103333,0.0704758
0.8,-0.106594,0.0640271
0.82,-0.109493,0.0573854
0.84,-0.112015,0.0505754
0.86,-0.114145,0.0436222
0.88,-0.115874,0.0365518
0.9,-0.117191,0.0293906
0.92,-0.11809,0.0221654
0.94,-0.118565,0.0149033
0.96,-0.118613,0.00763188
0.98,-0.118231,0.00037846
1,-0.117421,-0.00682947
1.02,-0.116185,-0.0139646
1.04,-0.114526,-0.0209998
1.06,-0.112452,-0.0279084
1.08,-0.10997,-0.034664
1.1,-0.107089,-0.0412412
1.12,-0.103822,-0.0476149
1.14,-0.10018,-0.0537609
1.16,-0.0961789,-0.059656
1.18,-0.0918346,-0.0652779
1.2,-0.0871647,-0.0706055
1.22,-0.0821881,-0.0756188
1.24,-0.0769254,-0.0802992
1.26,-0.0713979,-0.0846293
1.28,-0.0656283,-0.088593
1.3,-0.0596399,-0.0921759
1.32,-0.0534572,-0.0953655
1.34,-0.0471056,-0.0981506
1.36,-0.0406115,-0.100522
1.38,-0.0340019,-0.102471
1.4,-0.0273038,-0.103992
1.42,-0.0205443,-0.105079
1.44,-0.0137504,-0.10573
1.46,-0.00694922,-0.105945
1.48,-0.000168526,-0.105726
1.5,0.00656354,-0.105075
1.52,0.0132184,-0.103999
1.54,0.0197677,-0.102503
1.56,0.0261838,-0.100594
1.58,0.0324407,-0.0982797
1.6,0.0385143,-0.0955694
1.62,0.0443829,-0.0924756
1.64,0.0500256,-0.089014
1.66,0.055422,-0.0852036
1.68,0.0605505,-0.0810663
1.7,0.0653877,-0.0766249
1.72,0.0699095,-0.0719014
1.74,0.0740922,-0.0669157
1.76,0.0779146,-0.0616853
1.78,0.0813605,-0.0562263
1.8,0.0844199,-0.0505555
1.82,0.0870879,-0.0446929
1.84,0.0893638,-0.0386635
1.86,0.0912481,-0.032498
1.88,0.0927402,-0.026232
1.9,0.0938361,-0.0199035
1.92,0.0945283,-0.0135505
1.94,0.094806,-0.00720802
1.96,0.0946577,-0.000905759
1.98,0.094074,0.0053324
2,0.0930496,0.011488
2.02,0.0915864,0.0175462
2.04,0.0896935,0.0234931
2.06,0.0873872,0.0293134
2.08,0.0846892,0.0349883
2.1,0.0816242,0.0404943
2.12,0.0782174,0.0458042
2.14,0.0744925,0.0508876
2.16,0.0704707,0.0557136
2.18,0.0661708,0.0602522
2.2,0.0616098,0.0644761
2.22,0.0568037,0.0683615
2.24,0.0517688,0.0718878
2.26,0.0465221,0.0750384
2.28,0.0410817,0.0777994
2.3,0.035467,0.0801606
2.32,0.0296992,0.0821143
2.34,0.0238013,0.0836556
2.36,0.0177981,0.0847817
2.38,0.0117166,0.0854911
2.4,0.00558478,0.0857832
2.42,-0.000568744,0.0856579
2.44,-0.0067162,0.0851156
2.46,-0.0128312,0.0841581
2.48,-0.0188892,0.0827898
2.5,-0.0248667,0.0810185
2.52,-0.0307411,0.0788563
2.54,-0.0364884,0.0763193
2.56,-0.0420831,0.0734271
2.58,-0.047497,0.0702016
2.6,-0.052699,0.0666658
2.62,-0.0576556,0.062842
2.64,-0.0623317,0.0587505
2.66,-0.066692,0.0544089
2.68,-0.0707025,0.0498315
2.7,-0.0743318,0.0450296
2.72,-0.0775528,0.0400117
2.74,-0.0803434,0.0347843
2.76,-0.0826875,0.0293531
2.78,-0.0845757,0.0237235
2.8,-0.0860054,0.0179025
2.82,-0.0869809,0.0119004
2.84,-0.0875124,0.0057315
2.86,-0.0876143,-0.000584114
2.88,-0.0873039,-0.00702086
2.9,-0.0865996,-0.0135476
2.92,-0.0855197,-0.0201285
