0,0.0500433,0.0021011
0.005,0.0500007,0.00420246
0.01,0.0499298,0.00630433
0.015,0.0498308,0.00840696
0.02,0.049704,0.0105106
0.025,0.0495498,0.0126154
0.03,0.0493684,0.0147216
0.035,0.0491605,0.0168293
0.04,0.0489265,0.0189387
0.045,0.0486671,0.0210498
0.05,0.048383,0.0231627
0.055,0.0480749,0.0252772
0.06,0.0477435,0.0273935
0.065,0.0473899,0.0295112
0.07,0.0470148,0.0316302
0.075,0.0466193,0.0337502
0.08,0.0462042,0.0358709
0.085,0.0457707,0.0379917
0.09,0.0453196,0.0401122
0.095,0.0448522,0.0422316
0.1,0.0443693,0.0443494
0.105,0.043872,0.0464648
0.11,0.0433613,0.0485767
0.115,0.0428383,0.0506844
0.12,0.0423038,0.0527867
0.125,0.0417588,0.0548825
0.13,0.0412041,0.0569706
0.135,0.0406405,0.0590498
0.14,0.0400687,0.0611187
0.145,0.0394894,0.0631761
0.15,0.0389031,0.0652204
0.155,0.0383103,0.0672503
0.16,0.0377115,0.0692642
0.165,0.0371069,0.0712608
0.17,0.0364968,0.0732386
0.175,0.0358813,0.075196
0.18,0.0352604,0.0771317
0.185,0.0346343,0.0790442
0.19,0.0340027,0.0809322
0.195,0.0333654,0.0827942
0.2,0.0327223,0.084629
0.205,0.0320731,0.0864354
0.21,0.0314173,0.0882121
0.215,0.0307546,0.089958
0.22,0.0300844,0.0916721
0.225,0.0294064,0.0933534
0.23,0.0287199,0.0950009
0.235,0.0280245,0.0966139
0.24,0.0273195,0.0981915
0.245,0.0266044,0.0997331
0.25,0.0258786,0.101238
0.255,0.0251416,0.102706
0.26,0.0243927,0.104136
0.265,0.0236314,0.105528
0.27,0.0228572,0.106881
0.275,0.0220695,0.108196
0.28,0.0212678,0.109472
0.285,0.0204517,0.110708
0.29,0.0196207,0.111906
0.295,0.0187745,0.113064
0.3,0.0179126,0.114183
0.305,0.0170346,0.115262
0.31,0.0161404,0.116302
0.315,0.0152297,0.117303
0.32,0.0143021,0.118265
0.325,0.0133576,0.119189
0.33,0.012396,0.120073
0.335,0.0114172,0.120919
0.34,0.0104211,0.121727
0.345,0.00940773,0.122497
0.35,0.00837705,0.123229
0.355,0.00732912,0.123924
0.36,0.00626402,0.124581
0.365,0.00518187,0.125202
0.37,0.00408281,0.125786
0.375,0.00296703,0.126333
0.38,0.00183472,0.126845
0.385,0.000686136,0.127321
0.39,-0.000478469,0.127761
0.395,-0.0016588,0.128167
0.4,-0.00285455,0.128537
0.405,-0.00406536,0.128873
0.41,-0.0052909,0.129175
0.415,-0.00653076,0.129443
0.42,-0.00778456,0.129678
0.425,-0.00905188,0.129879
0.43,-0.0103323,0.130047
0.435,-0.0116253,0.130183
0.44,-0.0129305,0.130286
0.445,-0.0142474,0.130356
0.45,-0.0155755,0.130395
0.455,-0.0169144,0.130403
0.46,-0.0182634,0.130379
0.465,-0.0196221,0.130323
0.47,-0.02099,0.130237
0.475,-0.0223665,0.13012
0.48,-0.0237511,0.129973
0.485,-0.0251432,0.129796
0.49,-0.0265424,0.129589
0.495,-0.0279479,0.129352
0.5,-0.0293594,0.129086
0.505,-0.0307762,0.12879
0.51,-0.0321978,0.128465
0.515,-0.0336236,0.128112
0.52,-0.0350531,0.12773
0.525,-0.0364856,0.12732
0.53,-0.0379207,0.126881
0.535,-0.0393577,0.126415
0.54,-0.0407961,0.125921
0.545,-0.0422354,0.125399
0.55,-0.0436749,0.124851
0.555,-0.0451142,0.124275
0.56,-0.0465526,0.123672
0.565,-0.0479897,0.123043
0.57,-0.0494248,0.122387
0.575,-0.0508574,0.121705
0.58,-0.0522871,0.120997
0.585,-0.0537131,0.120263
0.59,-0.0551351,0.119504
0.595,-0.0565524,0.118719
0.6,-0.0579645,0.117909
0.605,-0.059371,0.117074
0.61,-0.0607713,0.116215
0.615,-0.0621648,0.115331
0.62,-0.0635512,0.114423
0.625,-0.0649298,0.113491
0.63,-0.0663001,0.112536
0.635,-0.0676618,0.111556
0.64,-0.0690142,0.110554
0.645,-0.0703569,0.109529
0.65,-0.0716894,0.10848
0.655,-0.0730113,0.10741
0.66,-0.0743221,0.106317
0.665,-0.0756213,0.105202
0.67,-0.0769085,0.104065
0.675,-0.0781832,0.102907
0.68,-0.0794449,0.101728
0.685,-0.0806933,0.100528
0.69,-0.0819279,0.0993072
0.695,-0.0831483,0.0980662
0.7,-0.084354,0.0968051
0.705,-0.0855447,0.0955243
0.71,-0.0867199,0.094224
0.715,-0.0878793,0.0929045
0.72,-0.0890224,0.0915662
0.725,-0.0901489,0.0902094
0.73,-0.0912584,0.0888343
0.735,-0.0923504,0.0874413
0.74,-0.0934248,0.0860307
0.745,-0.094481,0.0846028
0.75,-0.0955187,0.083158
0.755,-0.0965377,0.0816965
0.76,-0.0975374,0.0802188
0.765,-0.0985177,0.0787251
0.77,-0.0994782,0.0772158
0.775,-0.100419,0.0756913
0.78,-0.101338,0.0741518
0.785,-0.102238,0.0725979
0.79,-0.103116,0.0710297
0.795,-0.103973,0.0694476
0.8,-0.104808,0.0678521
0.805,-0.105621,0.0662435
0.81,-0.106412,0.0646222
0.815,-0.107181,0.0629885
0.82,-0.107927,0.0613429
0.825,-0.10865,0.0596856
0.83,-0.10935,0.0580171
0.835,-0.110027,0.0563378
0.84,-0.11068,0.054648
0.845,-0.111309,0.0529482
0.85,-0.111915,0.0512387
0.855,-0.112496,0.04952
0.86,-0.113052,0.0477924
0.865,-0.113584,0.0460563
0.87,-0.114091,0.0443122
0.875,-0.114573,0.0425604
0.88,-0.115031,0.0408014
0.885,-0.115462,0.0390356
0.89,-0.115869,0.0372634
0.895,-0.11625,0.0354851
0.9,-0.116605,0.0337013
0.905,-0.116934,0.0319123
0.91,-0.117237,0.0301186
0.915,-0.117515,0.0283205
0.92,-0.117766,0.0265185
0.925,-0.11799,0.0247131
0.93,-0.118189,0.0229046
0.935,-0.118361,0.0210934
0.94,-0.118507,0.0192801
0.945,-0.118626,0.017465
0.95,-0.118718,0.0156486
0.955,-0.118784,0.0138312
0.96,-0.118823,0.0120133
0.965,-0.118835,0.0101954
0.97,-0.118821,0.00837785
0.975,-0.11878,0.0065611
0.98,-0.118712,0.00474559
0.985,-0.118617,0.00293173
0.99,-0.118495,0.00111997
0.995,-0.118347,-0.000689278
1,-0.118172,-0.00249557
1.005,-0.11797,-0.00429849
1.01,-0.117741,-0.0060976
1.015,-0.117486,-0.00789248
1.02,-0.117204,-0.00968271
1.025,-0.116895,-0.0114678
1.03,-0.11656,-0.0132475
1.035,-0.116199,-0.0150212
1.04,-0.115811,-0.0167885
1.045,-0.115397,-0.0185491
1.05,-0.114957,-0.0203025
1.055,-0.114491,-0.0220482
1.06,-0.113998,-0.023786
1.065,-0.11348,-0.0255153
1.07,-0.112936,-0.0272357
1.075,-0.112367,-0.0289469
1.08,-0.111772,-0.0306485
1.085,-0.111152,-0.0323399
1.09,-0.110506,-0.0340209
1.095,-0.109836,-0.035691
1.1,-0.10914,-0.0373499
1.105,-0.10842,-0.0389971
1.11,-0.107676,-0.0406322
1.115,-0.106907,-0.0422549
1.12,-0.106114,-0.0438647
1.125,-0.105297,-0.0454614
1.13,-0.104456,-0.0470444
1.135,-0.103592,-0.0486135
1.14,-0.102704,-0.0501682
1.145,-0.101793,-0.0517083
1.15,-0.100859,-0.0532332
1.155,-0.0999031,-0.0547427
1.16,-0.0989243,-0.0562364
1.165,-0.0979234,-0.057714
1.17,-0.0969006,-0.0591751
1.175,-0.0958561,-0.0606193
1.18,-0.0947902,-0.0620463
1.185,-0.0937031,-0.0634558
1.19,-0.0925952,-0.0648475
1.195,-0.0914667,-0.0662209
1.2,-0.0903179,-0.0675759
1.205,-0.0891491,-0.0689121
1.21,-0.0879606,-0.0702291
1.215,-0.0867526,-0.0715266
1.22,-0.0855256,-0.0728044
1.225,-0.0842798,-0.0740622
1.23,-0.0830154,-0.0752996
1.235,-0.081733,-0.0765164
1.24,-0.0804327,-0.0777123
1.245,-0.0791149,-0.078887
1.25,-0.07778,-0.0800402
1.255,-0.0764282,-0.0811716
1.26,-0.0750599,-0.0822811
1.265,-0.0736756,-0.0833683
1.27,-0.0722754,-0.084433
1.275,-0.0708599,-0.0854749
1.28,-0.0694292,-0.0864938
