0,-0.463922,0.0735591
1,0.259137,0.0190646
2,-0.105341,-0.214446
3,0.0450132,0.372878
4,-0.017661,-0.31087
5,-0.178181,0.159973
6,0.302213,-0.112115
7,-0.314498,-0.00549092
8,0.28193,0.0956739
9,-0.0807911,-0.189056
10,-0.0095624,0.411973
11,-0.00371463,-0.273607
12,-0.20333,0.0755615
13,0.373599,-0.0431272
14,-0.310611,0.0913185
15,0.0665761,0.125314
16,-0.132669,-0.396446
17,0.134038,0.270227
18,0.122888,-0.157332
19,-0.259464,0.158575
20,0.324752,-0.109177
21,-0.176403,-0.0344891
22,0.202106,0.206376
23,-0.101711,-0.285857
24,0.063837,0.308236
25,0.0794823,-0.124246
26,-0.334608,0.120977
27,0.295159,-0.153352
28,-0.131654,-0.056954
29,0.160768,0.320759
30,-0.184724,-0.296903
31,-0.0120401,0.129025
32,0.297125,-0.215624
33,-0.26265,0.218524
34,0.233065,0.0108123
35,-0.246182,-0.165979
36,0.180326,0.304669
37,-0.0822092,-0.26538
38,-0.138553,0.229748
39,0.245076,-0.183044
40,-0.311816,0.159053
41,0.18862,-0.00513821
42,-0.208219,-0.319998
43,0.232482,0.294244
44,-0.0415695,-0.205563
45,-0.271909,0.194483
46,0.271731,-0.269677
47,-0.180686,0.0574912
48,0.243993,0.212703
49,-0.301145,-0.239119
50,0.0669067,0.208857
51,0.0670833,-0.229298
52,-0.213617,0.226586
53,0.266065,-0.191163
54,-0.220179,-0.00601585
55,0.185588,0.202529
56,-0.212914,-0.258581
57,0.100925,0.154315
58,0.231904,-0.203548
59,-0.206915,0.288473
60,0.139591,-0.107731
61,-0.228899,-0.166342
62,0.296352,0.192184
63,-0.175009,-0.128532
64,-0.0904724,0.266829
65,0.122051,-0.283076
66,-0.161234,0.204179
67,0.242404,-0.0410842
68,-0.265246,-0.092996
69,0.259811,0.197259
70,-0.14451,-0.154362
71,-0.0839467,0.226396
72,0.188356,-0.328249
73,-0.139031,0.210624
74,0.188898,0.0927776
75,-0.419241,-0.139662
76,0.214417,0.0970814
77,0.0275861,-0.237224
78,-0.0929111,0.333892
79,0.0816808,-0.271481
80,-0.256347,0.0422789
81,0.302471,0.0380427
82,-0.274423,-0.122493
83,0.116162,0.206448
84,0.00982635,-0.2511
85,-0.147229,0.302709
86,0.128312,-0.224808
87,-0.236921,-0.0230863
88,0.370148,0.125208
89,-0.276068,-0.10108
90,-0.0215927,0.187861
91,0.078695,-0.408624
92,-0.00573502,0.267181
93,0.229188,-0.0327509
94,-0.335854,0.0213304
95,0.279368,0.0481303
96,-0.127204,-0.145705
97,0.0552872,0.280366
98,0.0468347,-0.294183
99,-0.145434,0.245495
